T (K)      Macro Gruneisen          Macro Gruneisen            LTEC (K-1)               LTEC (K-1)        
578   -8.372239837726075e-02    2.269185594331904e-01   -6.882044316415534e-08    1.536127296665584e-05
579   -8.291038834873843e-02    2.266638514934069e-01   -6.674019060637187e-08    1.536347293211210e-05
580   -8.210175488657663e-02    2.264103596764455e-01   -6.466345407432201e-08    1.536566407413744e-05
581   -8.129648101796486e-02    2.261580765028437e-01   -6.259024234654112e-08    1.536784644019743e-05
582   -8.049454986254732e-02    2.259069945486138e-01   -6.052056399761417e-08    1.537002007742335e-05
583   -7.969594463195104e-02    2.256571064447659e-01   -5.845442740029961e-08    1.537218503261516e-05
584   -7.890064862931351e-02    2.254084048768329e-01   -5.639184072763174e-08    1.537434135224448e-05
585   -7.810864524880956e-02    2.251608825844026e-01   -5.433281195499995e-08    1.537648908245758e-05
586   -7.731991797519418e-02    2.249145323606529e-01   -5.227734886225429e-08    1.537862826907831e-05
587   -7.653445038332027e-02    2.246693470518924e-01   -5.022545903571753e-08    1.538075895761099e-05
588   -7.575222613768452e-02    2.244253195571047e-01   -4.817714987025910e-08    1.538288119324324e-05
589   -7.497322899195885e-02    2.241824428274979e-01   -4.613242857130604e-08    1.538499502084885e-05
590   -7.419744278852770e-02    2.239407098660584e-01   -4.409130215685120e-08    1.538710048499056e-05
591   -7.342485145803199e-02    2.237001137271087e-01   -4.205377745946036e-08    1.538919762992288e-05
592   -7.265543901890451e-02    2.234606475158701e-01   -4.001986112823408e-08    1.539128649959472e-05
593   -7.188918957691477e-02    2.232223043880286e-01   -3.798955963077760e-08    1.539336713765221e-05
594   -7.112608732471405e-02    2.229850775493067e-01   -3.596287925514986e-08    1.539543958744133e-05
595   -7.036611654137671e-02    2.227489602550371e-01   -3.393982611178344e-08    1.539750389201053e-05
596   -6.960926159195084e-02    2.225139458097431e-01   -3.192040613540946e-08    1.539956009411343e-05
597   -6.885550692700894e-02    2.222800275667213e-01   -2.990462508696395e-08    1.540160823621131e-05
598   -6.810483708219223e-02    2.220471989276285e-01   -2.789248855545581e-08    1.540364836047578e-05
599   -6.735723667776922e-02    2.218154533420735e-01   -2.588400195985544e-08    1.540568050879124e-05
600   -6.661269041818366e-02    2.215847843072120e-01   -2.387917055093303e-08    1.540770472275743e-05
601   -6.587118309161183e-02    2.213551853673454e-01   -2.187799941310491e-08    1.540972104369186e-05
602   -6.513269956951989e-02    2.211266501135240e-01   -1.988049346625885e-08    1.541172951263232e-05
603   -6.439722480622140e-02    2.208991721831539e-01   -1.788665746756137e-08    1.541373017033929e-05
604   -6.366474383844140e-02    2.206727452596076e-01   -1.589649601326402e-08    1.541572305729835e-05
605   -6.293524178486802e-02    2.204473630718372e-01   -1.391001354045392e-08    1.541770821372249e-05
606   -6.220870384572788e-02    2.202230193939939e-01   -1.192721432885335e-08    1.541968567955458e-05
607   -6.148511530234441e-02    2.199997080450486e-01   -9.948102502551146e-09    1.542165549446961e-05
608   -6.076446151670393e-02    2.197774228884172e-01   -7.972682031736454e-09    1.542361769787699e-05
609   -6.004672793102662e-02    2.195561578315895e-01   -6.000956734427950e-09    1.542557232892287e-05
610   -5.933190006733511e-02    2.193359068257614e-01   -4.032930278176131e-09    1.542751942649235e-05
611   -5.861996352702742e-02    2.191166638654712e-01   -2.068606181759359e-09    1.542945902921174e-05
612   -5.791090399044906e-02    2.188984229882382e-01   -1.079878168585813e-10    1.543139117545075e-05
613   -5.720470721646734e-02    2.186811782742054e-01    1.848921590281302e-09    1.543331590332468e-05
614   -5.650135904205175e-02    2.184649238457861e-01    3.802118957190537e-09    1.543523325069655e-05
615   -5.580084538184780e-02    2.182496538673130e-01    5.751601343553172e-09    1.543714325517926e-05
616   -5.510315222775841e-02    2.180353625446909e-01    7.697365949581109e-09    1.543904595413772e-05
617   -5.440826564852848e-02    2.178220441250524e-01    9.639410114398160e-09    1.544094138469089e-05
618   -5.371617178932637e-02    2.176096928964179e-01    1.157773131445276e-08    1.544282958371391e-05
619   -5.302685687132534e-02    2.173983031873571e-01    1.351232716194863e-08    1.544471058784008e-05
620   -5.234030719129783e-02    2.171878693666555e-01    1.544319540325674e-08    1.544658443346293e-05
621   -5.165650912119837e-02    2.169783858429822e-01    1.737033391737953e-08    1.544845115673823e-05
622   -5.097544910775705e-02    2.167698470645628e-01    1.929374071440271e-08    1.545031079358597e-05
623   -5.029711367206900e-02    2.165622475188535e-01    2.121341393397626e-08    1.545216337969227e-05
624   -4.962148940918976e-02    2.163555817322191e-01    2.312935184379833e-08    1.545400895051138e-05
625   -4.894856298773252e-02    2.161498442696147e-01    2.504155283811015e-08    1.545584754126762e-05
626   -4.827832114945761e-02    2.159450297342683e-01    2.695001543623368e-08    1.545767918695720e-05
627   -4.761075070888234e-02    2.157411327673694e-01    2.885473828106605e-08    1.545950392235019e-05
628   -4.694583855287654e-02    2.155381480477574e-01    3.075572013763521e-08    1.546132178199235e-05
629   -4.628357164025834e-02    2.153360702916144e-01    3.265295989167287e-08    1.546313280020695e-05
630   -4.562393700141299e-02    2.151348942521619e-01    3.454645654813689e-08    1.546493701109664e-05
631   -4.496692173788319e-02    2.149346147193574e-01    3.643620922983645e-08    1.546673444854523e-05
632   -4.431251302198724e-02    2.147352265195970e-01    3.832221717599210e-08    1.546852514621946e-05
633   -4.366069809642320e-02    2.145367245154182e-01    4.020447974085563e-08    1.547030913757084e-05
634   -4.301146427388398e-02    2.143391036052077e-01    4.208299639231482e-08    1.547208645583734e-05
635   -4.236479893666191e-02    2.141423587229091e-01    4.395776671054718e-08    1.547385713404513e-05
636   -4.172068953627582e-02    2.139464848377369e-01    4.582879038662443e-08    1.547562120501033e-05
637   -4.107912359307542e-02    2.137514769538895e-01    4.769606722120184e-08    1.547737870134070e-05
638   -4.044008869586560e-02    2.135573301102668e-01    4.955959712316543e-08    1.547912965543728e-05
639   -3.980357250152438e-02    2.133640393801910e-01    5.141938010831633e-08    1.548087409949613e-05
640   -3.916956273462316e-02    2.131715998711280e-01    5.327541629806460e-08    1.548261206550991e-05
641   -3.853804718705338e-02    2.129800067244126e-01    5.512770591812081e-08    1.548434358526956e-05
642   -3.790901371764796e-02    2.127892551149765e-01    5.697624929722195e-08    1.548606869036589e-05
643   -3.728245025180844e-02    2.125993402510778e-01    5.882104686585546e-08    1.548778741219120e-05
644   -3.665834478113482e-02    2.124102573740333e-01    6.066209915499309e-08    1.548949978194085e-05
645   -3.603668536305644e-02    2.122220017579541e-01    6.249940679483830e-08    1.549120583061485e-05
646   -3.541746012045727e-02    2.120345687094818e-01    6.433297051360742e-08    1.549290558901934e-05
647   -3.480065724131724e-02    2.118479535675291e-01    6.616279113627865e-08    1.549459908776825e-05
648   -3.418626497834706e-02    2.116621517030218e-01    6.798886958337809e-08    1.549628635728472e-05
649   -3.357427164861685e-02    2.114771585186425e-01    6.981120686980072e-08    1.549796742780267e-05
650   -3.296466563320474e-02    2.112929694485779e-01    7.162980410358693e-08    1.549964232936823e-05
651   -3.235743537683043e-02    2.111095799582672e-01    7.344466248476188e-08    1.550131109184127e-05
652   -3.175256938750313e-02    2.109269855441544e-01    7.525578330414743e-08    1.550297374489687e-05
653   -3.115005623615990e-02    2.107451817334408e-01    7.706316794221841e-08    1.550463031802673e-05
654   -3.054988455631385e-02    2.105641640838409e-01    7.886681786794664e-08    1.550628084054061e-05
655   -2.995204304370199e-02    2.103839281833410e-01    8.066673463766124e-08    1.550792534156780e-05
656   -2.935652045593416e-02    2.102044696499582e-01    8.246291989392128e-08    1.550956385005845e-05
657   -2.876330561213881e-02    2.100257841315034e-01    8.425537536441505e-08    1.551119639478503e-05
658   -2.817238739262531e-02    2.098478673053459e-01    8.604410286082378e-08    1.551282300434367e-05
659   -2.758375473853015e-02    2.096707148781795e-01    8.782910427775090e-08    1.551444370715557e-05
660   -2.699739665147330e-02    2.094943225857903e-01    8.961038159163519e-08    1.551605853146828e-05
661   -2.641330219322124e-02    2.093186861928295e-01    9.138793685966068e-08    1.551766750535714e-05
662   -2.583146048533695e-02    2.091438014925838e-01    9.316177221871975e-08    1.551927065672650e-05
663   -2.525186070885176e-02    2.089696643067516e-01    9.493188988432663e-08    1.552086801331113e-05
664   -2.467449210391962e-02    2.087962704852191e-01    9.669829214959892e-08    1.552245960267743e-05
665   -2.409934396948613e-02    2.086236159058398e-01    9.846098138421037e-08    1.552404545222485e-05
666   -2.352640566295110e-02    2.084516964742139e-01    1.002199600333767e-07    1.552562558918700e-05
667   -2.295566659983770e-02    2.082805081234722e-01    1.019752306168385e-07    1.552720004063307e-05
668   -2.238711625346662e-02    2.081100468140603e-01    1.037267957278422e-07    1.552876883346899e-05
669   -2.182074415461443e-02    2.079403085335246e-01    1.054746580321854e-07    1.553033199443869e-05
670   -2.125653989120099e-02    2.077712892963015e-01    1.072188202671870e-07    1.553188955012534e-05
671   -2.069449310795560e-02    2.076029851435070e-01    1.089592852407378e-07    1.553344152695259e-05
672   -2.013459350609156e-02    2.074353921427292e-01    1.106960558303408e-07    1.553498795118573e-05
673   -1.957683084299413e-02    2.072685063878226e-01    1.124291349821228e-07    1.553652884893292e-05
674   -1.902119493188345e-02    2.071023239987023e-01    1.141585257099398e-07    1.553806424614634e-05
675   -1.846767564151567e-02    2.069368411211440e-01    1.158842310943773e-07    1.553959416862342e-05
676   -1.791626289584364e-02    2.067720539265812e-01    1.176062542818912e-07    1.554111864200794e-05
677   -1.736694667371969e-02    2.066079586119073e-01    1.193245984838316e-07    1.554263769179121e-05
678   -1.681971700857333e-02    2.064445513992786e-01    1.210392669755594e-07    1.554415134331322e-05
679   -1.627456398809798e-02    2.062818285359183e-01    1.227502630955485e-07    1.554565962176375e-05
680   -1.573147775394367e-02    2.061197862939235e-01    1.244575902444834e-07    1.554716255218350e-05
681   -1.519044850140624e-02    2.059584209700727e-01    1.261612518843822e-07    1.554866015946522e-05
682   -1.465146647911998e-02    2.057977288856354e-01    1.278612515377219e-07    1.555015246835473e-05
683   -1.411452198874963e-02    2.056377063861839e-01    1.295575927865807e-07    1.555163950345210e-05
684   -1.357960538469244e-02    2.054783498414062e-01    1.312502792717610e-07    1.555312128921270e-05
685   -1.304670707376559e-02    2.053196556449203e-01    1.329393146919739e-07    1.555459784994825e-05
686   -1.251581751491542e-02    2.051616202140905e-01    1.346247028029662e-07    1.555606920982786e-05
687   -1.198692721891319e-02    2.050042399898459e-01    1.363064474167060e-07    1.555753539287917e-05
688   -1.146002674805378e-02    2.048475114364988e-01    1.379845524005708e-07    1.555899642298928e-05
689   -1.093510671586614e-02    2.046914310415665e-01    1.396590216765118e-07    1.556045232390585e-05
690   -1.041215778681314e-02    2.045359953155935e-01    1.413298592202661e-07    1.556190311923808e-05
691   -9.891170676003995e-03    2.043812007919752e-01    1.429970690605410e-07    1.556334883245774e-05
692   -9.372136148897738e-03    2.042270440267850e-01    1.446606552782410e-07    1.556478948690022e-05
693   -8.855045021012987e-03    2.040735215985990e-01    1.463206220056867e-07    1.556622510576542e-05
694   -8.339888157646733e-03    2.039206301083273e-01    1.479769734258189e-07    1.556765571211880e-05
695   -7.826656473576162e-03    2.037683661790416e-01    1.496297137714689e-07    1.556908132889236e-05
696   -7.315340932785508e-03    2.036167264558088e-01    1.512788473245622e-07    1.557050197888558e-05
697   -6.805932548173887e-03    2.034657076055227e-01    1.529243784153962e-07    1.557191768476642e-05
698   -6.298422381272987e-03    2.033153063167386e-01    1.545663114218970e-07    1.557332846907217e-05
699   -5.792801541974780e-03    2.031655192995104e-01    1.562046507688599e-07    1.557473435421054e-05
700   -5.289061188242359e-03    2.030163432852256e-01    1.578394009272529e-07    1.557613536246043e-05
701   -4.787192525839184e-03    2.028677750264463e-01    1.594705664134768e-07    1.557753151597300e-05
702   -4.287186808051428e-03    2.027198112967480e-01    1.610981517886576e-07    1.557892283677250e-05
703   -3.789035335408351e-03    2.025724488905609e-01    1.627221616579583e-07    1.558030934675720e-05
704   -3.292729455419459e-03    2.024256846230136e-01    1.643426006698490e-07    1.558169106770027e-05
705   -2.798260562290656e-03    2.022795153297760e-01    1.659594735154567e-07    1.558306802125070e-05
706   -2.305620096667269e-03    2.021339378669062e-01    1.675727849278403e-07    1.558444022893421e-05
707   -1.814799545357938e-03    2.019889491106961e-01    1.691825396813393e-07    1.558580771215402e-05
708   -1.325790441061583e-03    2.018445459575196e-01    1.707887425909245e-07    1.558717049219183e-05
709   -8.385843621195767e-04    2.017007253236829e-01    1.723913985114799e-07    1.558852859020866e-05
710   -3.531729322325568e-04    2.015574841452741e-01    1.739905123372089e-07    1.558988202724561e-05
711    1.304521797900890e-04    2.014148193780154e-01    1.755860890009479e-07    1.559123082422485e-05
712    6.122992602914388e-04    2.012727279971173e-01    1.771781334735259e-07    1.559257500195036e-05
713    1.092376551038376e-03    2.011312069971308e-01    1.787666507631676e-07    1.559391458110876e-05
714    1.570692249462062e-03    2.009902533918057e-01    1.803516459148090e-07    1.559524958227020e-05
715    2.047254508932205e-03    2.008498642139452e-01    1.819331240095330e-07    1.559658002588911e-05
716    2.522071439001063e-03    2.007100365152655e-01    1.835110901639187e-07    1.559790593230502e-05
717    2.995151105658341e-03    2.005707673662547e-01    1.850855495294368e-07    1.559922732174343e-05
718    3.466501531590042e-03    2.004320538560326e-01    1.866565072918698e-07    1.560054421431652e-05
719    3.936130696420924e-03    2.002938930922134e-01    1.882239686706885e-07    1.560185663002397e-05
720    4.404046536970924e-03    2.001562822007679e-01    1.897879389184864e-07    1.560316458875376e-05
721    4.870256947500809e-03    2.000192183258875e-01    1.913484233203891e-07    1.560446811028291e-05
722    5.334769779960621e-03    1.998826986298491e-01    1.929054271934838e-07    1.560576721427826e-05
723    5.797592844229977e-03    1.997467202928823e-01    1.944589558862335e-07    1.560706192029728e-05
724    6.258733908363818e-03    1.996112805130360e-01    1.960090147779186e-07    1.560835224778877e-05
725    6.718200698844724e-03    1.994763765060464e-01    1.975556092781116e-07    1.560963821609359e-05
726    7.176000900807247e-03    1.993420055052079e-01    1.990987448260702e-07    1.561091984444547e-05
727    7.632142158292438e-03    1.992081647612425e-01    2.006384268902401e-07    1.561219715197170e-05
728    8.086632074478106e-03    1.990748515421724e-01    2.021746609676888e-07    1.561347015769388e-05
729    8.539478211912924e-03    1.989420631331931e-01    2.037074525835620e-07    1.561473888052865e-05
730    8.990688092768873e-03    1.988097968365455e-01    2.052368072906099e-07    1.561600333928836e-05
731    9.440269199057258e-03    1.986780499713928e-01    2.067627306686055e-07    1.561726355268182e-05
732    9.888228972863752e-03    1.985468198736961e-01    2.082852283238349e-07    1.561851953931504e-05
733    1.033457481659355e-02    1.984161038960906e-01    2.098043058886304e-07    1.561977131769188e-05
734    1.077931409318818e-02    1.982858994077638e-01    2.113199690208203e-07    1.562101890621471e-05
735    1.122245412636197e-02    1.981562037943354e-01    2.128322234032548e-07    1.562226232318519e-05
736    1.166400220082709e-02    1.980270144577364e-01    2.143410747433026e-07    1.562350158680489e-05
737    1.210396556251524e-02    1.978983288160910e-01    2.158465287723466e-07    1.562473671517599e-05
738    1.254235141881418e-02    1.977701443035974e-01    2.173485912453381e-07    1.562596772630192e-05
739    1.297916693878060e-02    1.976424583704121e-01    2.188472679402840e-07    1.562719463808809e-05
740    1.341441925336657e-02    1.975152684825335e-01    2.203425646577861e-07    1.562841746834247e-05
741    1.384811545564350e-02    1.973885721216860e-01    2.218344872205831e-07    1.562963623477630e-05
742    1.428026260101628e-02    1.972623667852072e-01    2.233230414730702e-07    1.563085095500473e-05
743    1.471086770745029e-02    1.971366499859332e-01    2.248082332808686e-07    1.563206164654743e-05
744    1.513993775567446e-02    1.970114192520882e-01    2.262900685303272e-07    1.563326832682929e-05
745    1.556747968941612e-02    1.968866721271716e-01    2.277685531281373e-07    1.563447101318099e-05
746    1.599350041559993e-02    1.967624061698479e-01    2.292436930008384e-07    1.563566972283966e-05
747    1.641800680456827e-02    1.966386189538380e-01    2.307154940944039e-07    1.563686447294952e-05
748    1.684100569029687e-02    1.965153080678095e-01    2.321839623738198e-07    1.563805528056243e-05
749    1.726250387059806e-02    1.963924711152697e-01    2.336491038226318e-07    1.563924216263857e-05
750    1.768250810733018e-02    1.962701057144591e-01    2.351109244425217e-07    1.564042513604707e-05
751    1.810102512662107e-02    1.961482094982439e-01    2.365694302529392e-07    1.564160421756650e-05
752    1.851806161905652e-02    1.960267801140124e-01    2.380246272906260e-07    1.564277942388557e-05
753    1.893362423989439e-02    1.959058152235707e-01    2.394765216092343e-07    1.564395077160371e-05
754    1.934771960927602e-02    1.957853125030379e-01    2.409251192789452e-07    1.564511827723159e-05
755    1.976035431241782e-02    1.956652696427452e-01    2.423704263860280e-07    1.564628195719178e-05
756    2.017153489982207e-02    1.955456843471332e-01    2.438124490324754e-07    1.564744182781929e-05
757    2.058126788747385e-02    1.954265543346516e-01    2.452511933355971e-07    1.564859790536217e-05
758    2.098955975704483e-02    1.953078773376587e-01    2.466866654276477e-07    1.564975020598206e-05
759    2.139641695609313e-02    1.951896511023219e-01    2.481188714554482e-07    1.565089874575471e-05
760    2.180184589825218e-02    1.950718733885202e-01    2.495478175799796e-07    1.565204354067068e-05
761    2.220585296344198e-02    1.949545419697454e-01    2.509735099760596e-07    1.565318460663570e-05
762    2.260844449804939e-02    1.948376546330063e-01    2.523959548319245e-07    1.565432195947141e-05
763    2.300962681512971e-02    1.947212091787323e-01    2.538151583488887e-07    1.565545561491578e-05
764    2.340940619460430e-02    1.946052034206772e-01    2.552311267410013e-07    1.565658558862371e-05
765    2.380778888344381e-02    1.944896351858259e-01    2.566438662346607e-07    1.565771189616755e-05
766    2.420478109586286e-02    1.943745023142998e-01    2.580533830682765e-07    1.565883455303762e-05
767    2.460038901351327e-02    1.942598026592648e-01    2.594596834919344e-07    1.565995357464281e-05
768    2.499461878566880e-02    1.941455340868370e-01    2.608627737670394e-07    1.566106897631096e-05
769    2.538747652940699e-02    1.940316944759939e-01    2.622626601659593e-07    1.566218077328958e-05
770    2.577896832980984e-02    1.939182817184815e-01    2.636593489717361e-07    1.566328898074618e-05
771    2.616910024013421e-02    1.938052937187253e-01    2.650528464777060e-07    1.566439361376893e-05
772    2.655787828201124e-02    1.936927283937398e-01    2.664431589872237e-07    1.566549468736704e-05
773    2.694530844560717e-02    1.935805836730421e-01    2.678302928132637e-07    1.566659221647141e-05
774    2.733139668983601e-02    1.934688574985609e-01    2.692142542782040e-07    1.566768621593495e-05
775    2.771614894250680e-02    1.933575478245523e-01    2.705950497133982e-07    1.566877670053326e-05
776    2.809957110053226e-02    1.932466526175113e-01    2.719726854589600e-07    1.566986368496501e-05
777    2.848166903008817e-02    1.931361698560869e-01    2.733471678633900e-07    1.567094718385249e-05
778    2.886244856680519e-02    1.930260975309961e-01    2.747185032833184e-07    1.567202721174199e-05
779    2.924191551592821e-02    1.929164336449409e-01    2.760866980831468e-07    1.567310378310448e-05
780    2.962007565251157e-02    1.928071762125230e-01    2.774517586348171e-07    1.567417691233586e-05
781    2.999693472157696e-02    1.926983232601616e-01    2.788136913174609e-07    1.567524661375761e-05
782    3.037249843829841e-02    1.925898728260104e-01    2.801725025171497e-07    1.567631290161718e-05
783    3.074677248817012e-02    1.924818229598761e-01    2.815281986265915e-07    1.567737579008843e-05
784    3.111976252717549e-02    1.923741717231372e-01    2.828807860448406e-07    1.567843529327219e-05
785    3.149147418196100e-02    1.922669171886636e-01    2.842302711770295e-07    1.567949142519664e-05
786    3.186191305000471e-02    1.921600574407362e-01    2.855766604340891e-07    1.568054419981779e-05
787    3.223108469978142e-02    1.920535905749688e-01    2.869199602324666e-07    1.568159363101998e-05
788    3.259899467093958e-02    1.919475146982275e-01    2.882601769938863e-07    1.568263973261619e-05
789    3.296564847445703e-02    1.918418279285549e-01    2.895973171450494e-07    1.568368251834867e-05
790    3.333105159280352e-02    1.917365283950916e-01    2.909313871173603e-07    1.568472200188928e-05
791    3.369520948012247e-02    1.916316142379992e-01    2.922623933467264e-07    1.568575819683991e-05
792    3.405812756237721e-02    1.915270836083847e-01    2.935903422732435e-07    1.568679111673296e-05
793    3.441981123751914e-02    1.914229346682247e-01    2.949152403409620e-07    1.568782077503181e-05
794    3.478026587565507e-02    1.913191655902902e-01    2.962370939976569e-07    1.568884718513113e-05
795    3.513949681919176e-02    1.912157745580731e-01    2.975559096945269e-07    1.568987036035745e-05
796    3.549750938301602e-02    1.911127597657107e-01    2.988716938860202e-07    1.569089031396944e-05
797    3.585430885463585e-02    1.910101194179146e-01    3.001844530295348e-07    1.569190705915848e-05
798    3.620990049434661e-02    1.909078517298962e-01    3.014941935852098e-07    1.569292060904893e-05
799    3.656428953538631e-02    1.908059549272956e-01    3.028009220156858e-07    1.569393097669865e-05
